"flags","price","side","size","symbol","timestamp","trade_id","type","","","","","","","","","","","",""
"1","20.94","S","200","TLTW","2026-09-11 12:00:00.056464+00:00","","price_level_update","","","","","","","","","","","",""
"1","20.91","S","100","TLTW","2026-09-11 12:00:00.056835+00:00","","price_level_update","","","","","","","","","","","",""
"1","20.94","S","0","TLTW","2026-09-11 12:00:00.057669+00:00","","price_level_update","","","","","","","","","","","",""
"1","20.91","S","0","TLTW","2026-09-11 12:00:00.057696+00:00","","price_level_update","","","","","","","","","","","",""
"1","20.93","S","0","TLTW","2026-09-11 12:00:00.058060+00:00","","price_level_update","","","","","","","","","","","",""
"1","110.15","B","0","SHV","2026-09-11 12:00:00.163101+00:00","","price_level_update","","","","","","","","","","","",""
"1","34.12","S","400","DUST","2026-09-11 12:00:00.300865+00:00","","price_level_update","","","","","","","","","","","",""
"1","45.46","S","200","SOXS","2026-09-11 12:00:00.304038+00:00","","price_level_update","","","","","","","","","","","",""
"1","74.38","S","100","BIV","2026-09-11 12:00:00.052562+00:00","","price_level_update","","","","","","","","","","","",""
"1","20.83","B","500","TLTW","2026-09-11 12:00:00.123077+00:00","","price_level_update","","","","","","","","","","","",""
"1","161.69","S","33","ORCL","2026-09-11 12:00:00.298502+00:00","","price_level_update","","","","","","","","","","","",""
"1","161.69","S","0","ORCL","2026-09-11 12:00:00.300472+00:00","","price_level_update","","","","","","","","","","","",""
"1","20.92","S","300","TLTW","2026-09-11 12:00:00.160464+00:00","","price_level_update","","","","","","","","","","","",""
"1","20.93","S","500","TLTW","2026-09-11 12:00:00.202704+00:00","","price_level_update","","","","","","","","","","","",""
"1","74.39","S","100","BIV","2026-09-11 12:00:00.104555+00:00","","price_level_update","","","","","","","","","","","",""
"1","18.69","B","33","BOIL","2026-09-11 12:00:00.299606+00:00","","price_level_update","","","","","","","","","","","",""
"1","18.69","B","0","BOIL","2026-09-11 12:00:00.301276+00:00","","price_level_update","","","","","","","","","","","",""
"1","45.88","S","100","UVV","2026-09-11 12:00:00.120920+00:00","","price_level_update","","","","","","","","","","","",""
"1","45.98","S","9","UVV","2026-09-11 12:00:00.121109+00:00","","price_level_update","","","","","","","","","","","",""
"1","45.98","S","0","UVV","2026-09-11 12:00:00.121391+00:00","","price_level_update","","","","","","","","","","","",""
"1","45.88","S","0","UVV","2026-09-11 12:00:00.192539+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.8","B","21","GCTK","2026-09-11 12:00:00.517849+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.01","B","21","GCTK","2026-09-11 12:00:00.518333+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.07","B","21","GCTK","2026-09-11 12:00:00.518754+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.8","B","0","GCTK","2026-09-11 12:00:00.518800+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.01","B","0","GCTK","2026-09-11 12:00:00.519231+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.07","B","0","GCTK","2026-09-11 12:00:00.519593+00:00","","price_level_update","","","","","","","","","","","",""
"1","21.19","S","700","RKLZ","2026-09-11 12:00:00.528185+00:00","","price_level_update","","","","","","","","","","","",""
"1","20.32","B","700","RKLZ","2026-09-11 12:00:00.528198+00:00","","price_level_update","","","","","","","","","","","",""
"1","20.31","B","700","RKLZ","2026-09-11 12:00:00.539032+00:00","","price_level_update","","","","","","","","","","","",""
"1","21.2","S","700","RKLZ","2026-09-11 12:00:00.539316+00:00","","price_level_update","","","","","","","","","","","",""
"1","45.46","S","100","SOXS","2026-09-11 12:00:00.550340+00:00","","price_level_update","","","","","","","","","","","",""
"1","239.75","S","6","ROST","2026-09-11 12:00:00.600857+00:00","","price_level_update","","","","","","","","","","","",""
"1","8.85","S","1200","ERY","2026-09-11 12:00:00.606261+00:00","","price_level_update","","","","","","","","","","","",""
"1","45.46","S","200","SOXS","2026-09-11 12:00:00.768097+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.05","S","380","GRAB","2026-09-11 12:00:00.812688+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.02","B","380","GRAB","2026-09-11 12:00:00.812750+00:00","","price_level_update","","","","","","","","","","","",""
"1","220","S","100","CYN","2026-09-11 12:00:00.826022+00:00","","price_level_update","","","","","","","","","","","",""
"1","19.72","B","200","ETHE","2026-09-11 12:00:00.834326+00:00","","price_level_update","","","","","","","","","","","",""
"1","19.78","S","200","ETHE","2026-09-11 12:00:00.834629+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.83","B","100","BBAI","2026-09-11 12:00:00.838196+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.86","S","100","BBAI","2026-09-11 12:00:00.838372+00:00","","price_level_update","","","","","","","","","","","",""
"1","1.6","S","280","BTBT","2026-09-11 12:00:00.839850+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.46","B","770","MSTZ","2026-09-11 12:00:00.846817+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.49","S","770","MSTZ","2026-09-11 12:00:00.847443+00:00","","price_level_update","","","","","","","","","","","",""
"1","26","S","100","PSQ","2026-09-11 12:00:00.854539+00:00","","price_level_update","","","","","","","","","","","",""
"1","25.97","B","100","PSQ","2026-09-11 12:00:00.854548+00:00","","price_level_update","","","","","","","","","","","",""
"1","43.57","B","360","IBIT","2026-09-11 12:00:00.860611+00:00","","price_level_update","","","","","","","","","","","",""
"1","43.6","S","360","IBIT","2026-09-11 12:00:00.860784+00:00","","price_level_update","","","","","","","","","","","",""
"1","19.81","S","200","ETHE","2026-09-11 12:00:00.861225+00:00","","price_level_update","","","","","","","","","","","",""
"1","19.69","B","200","ETHE","2026-09-11 12:00:00.861536+00:00","","price_level_update","","","","","","","","","","","",""
"1","7.87","B","100","TSDD","2026-09-11 12:00:00.866782+00:00","","price_level_update","","","","","","","","","","","",""
"1","7.9","S","100","TSDD","2026-09-11 12:00:00.866834+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.43","B","770","MSTZ","2026-09-11 12:00:00.874464+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.52","S","770","MSTZ","2026-09-11 12:00:00.874526+00:00","","price_level_update","","","","","","","","","","","",""
"1","26.03","S","100","PSQ","2026-09-11 12:00:00.881345+00:00","","price_level_update","","","","","","","","","","","",""
"1","25.94","B","100","PSQ","2026-09-11 12:00:00.881727+00:00","","price_level_update","","","","","","","","","","","",""
"1","43.63","S","360","IBIT","2026-09-11 12:00:00.889364+00:00","","price_level_update","","","","","","","","","","","",""
"1","7.93","S","100","TSDD","2026-09-11 12:00:00.895534+00:00","","price_level_update","","","","","","","","","","","",""
"1","5.17","B","100","CONL","2026-09-11 12:00:00.902557+00:00","","price_level_update","","","","","","","","","","","",""
"1","5.2","S","100","CONL","2026-09-11 12:00:00.903030+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.84","B","100","BBAI","2026-09-11 12:00:00.907446+00:00","","price_level_update","","","","","","","","","","","",""
"1","16.87","B","200","BITX","2026-09-11 12:00:00.907654+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.87","S","100","BBAI","2026-09-11 12:00:00.908117+00:00","","price_level_update","","","","","","","","","","","",""
"1","16.92","S","280","BITX","2026-09-11 12:00:00.908261+00:00","","price_level_update","","","","","","","","","","","",""
"1","16.89","B","280","BITX","2026-09-11 12:00:00.908920+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.03","B","370","UNG","2026-09-11 12:00:00.928608+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.06","S","370","UNG","2026-09-11 12:00:00.929090+00:00","","price_level_update","","","","","","","","","","","",""
"1","16.84","B","200","BITX","2026-09-11 12:00:00.933795+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.35","S","100","BITO","2026-09-11 12:00:00.937564+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.32","B","100","BITO","2026-09-11 12:00:00.937608+00:00","","price_level_update","","","","","","","","","","","",""
"1","36.75","B","100","NKE","2026-09-11 12:00:00.939738+00:00","","price_level_update","","","","","","","","","","","",""
"1","36.75","B","0","NKE","2026-09-11 12:00:00.940739+00:00","","price_level_update","","","","","","","","","","","",""
"1","13.12","S","120","BITU","2026-09-11 12:00:00.945226+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.25","B","140","CBRG","2026-09-11 12:00:00.951853+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.33","S","140","CBRG","2026-09-11 12:00:00.951875+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.37","B","100","AMC","2026-09-11 12:00:00.957710+00:00","","price_level_update","","","","","","","","","","","",""
"1","1785.38","S","100","AMC","2026-09-11 12:00:00.961994+00:00","","price_level_update","","","","","","","","","","","",""
"1","199","S","593","AMC","2026-09-11 12:00:00.962535+00:00","","price_level_update","","","","","","","","","","","",""
"1","10.38","S","100","BITO","2026-09-11 12:00:00.967361+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.11","B","910","PLUG","2026-09-11 12:00:00.969757+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.14","S","910","PLUG","2026-09-11 12:00:00.969761+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.21","B","140","CBRG","2026-09-11 12:00:00.978167+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.37","S","140","CBRG","2026-09-11 12:00:00.978491+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.81","B","100","BBAI","2026-09-11 12:00:00.983567+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.87","S","200","BBAI","2026-09-11 12:00:00.983964+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.42","S","100","AMC","2026-09-11 12:00:00.987887+00:00","","price_level_update","","","","","","","","","","","",""
"1","1.66","S","100","RR","2026-09-11 12:00:00.988638+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.37","B","200","AMC","2026-09-11 12:00:00.988768+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.8","S","100","SAN","2026-09-11 12:00:00.988811+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.74","B","100","SAN","2026-09-11 12:00:00.988847+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.49","S","890","MSTZ","2026-09-11 12:00:00.993908+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.46","B","890","MSTZ","2026-09-11 12:00:00.993960+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.2","S","100","SNDQ","2026-09-11 12:00:00.998619+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.12","B","100","SNDQ","2026-09-11 12:00:00.998619+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.84","B","100","OPEN","2026-09-11 12:00:01.003098+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.88","S","100","OPEN","2026-09-11 12:00:01.003461+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.19","S","100","SNDQ","2026-09-11 12:00:01.003637+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.83","B","100","OPEN","2026-09-11 12:00:01.003829+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.87","S","100","OPEN","2026-09-11 12:00:01.003829+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.2","S","200","SNDQ","2026-09-11 12:00:01.004019+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.82","B","100","OPEN","2026-09-11 12:00:01.003858+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.81","B","100","OPEN","2026-09-11 12:00:01.003958+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.17","S","100","SNDQ","2026-09-11 12:00:01.004050+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.85","S","100","OPEN","2026-09-11 12:00:01.003971+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.12","B","200","SNDQ","2026-09-11 12:00:01.004181+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.86","S","100","OPEN","2026-09-11 12:00:01.004057+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.13","B","100","SNDQ","2026-09-11 12:00:01.004289+00:00","","price_level_update","","","","","","","","","","","",""
"1","32.69","B","1200","SH","2026-09-11 12:00:01.005338+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.18","S","100","SNDQ","2026-09-11 12:00:01.004311+00:00","","price_level_update","","","","","","","","","","","",""
"1","32.72","S","1200","SH","2026-09-11 12:00:01.005383+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.14","B","100","SNDQ","2026-09-11 12:00:01.004452+00:00","","price_level_update","","","","","","","","","","","",""
"1","32.74","S","1200","SH","2026-09-11 12:00:01.005395+00:00","","price_level_update","","","","","","","","","","","",""
"1","32.67","B","1200","SH","2026-09-11 12:00:01.005403+00:00","","price_level_update","","","","","","","","","","","",""
"1","32.68","B","1200","SH","2026-09-11 12:00:01.005417+00:00","","price_level_update","","","","","","","","","","","",""
"1","12.15","B","100","SNDQ","2026-09-11 12:00:01.004575+00:00","","price_level_update","","","","","","","","","","","",""
"1","32.71","S","1200","SH","2026-09-11 12:00:01.005492+00:00","","price_level_update","","","","","","","","","","","",""
"1","32.73","S","1200","SH","2026-09-11 12:00:01.005533+00:00","","price_level_update","","","","","","","","","","","",""
"1","32.7","B","1200","SH","2026-09-11 12:00:01.006221+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.72","B","300","SAN","2026-09-11 12:00:01.009216+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.78","S","300","SAN","2026-09-11 12:00:01.009249+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.75","B","300","SAN","2026-09-11 12:00:01.009261+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.8","S","400","SAN","2026-09-11 12:00:01.009262+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.79","S","300","SAN","2026-09-11 12:00:01.009284+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.74","B","400","SAN","2026-09-11 12:00:01.009336+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.77","S","300","SAN","2026-09-11 12:00:01.009340+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.73","B","300","SAN","2026-09-11 12:00:01.009346+00:00","","price_level_update","","","","","","","","","","","",""
"1","18.55","S","850","ETHA","2026-09-11 12:00:01.014945+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.46","B","1010","MSTZ","2026-09-11 12:00:01.019817+00:00","","price_level_update","","","","","","","","","","","",""
"1","4.49","S","1010","MSTZ","2026-09-11 12:00:01.019822+00:00","","price_level_update","","","","","","","","","","","",""
"1","7.86","B","100","QUBT","2026-09-11 12:00:01.021231+00:00","","price_level_update","","","","","","","","","","","",""
"1","7.88","S","100","QUBT","2026-09-11 12:00:01.021244+00:00","","price_level_update","","","","","","","","","","","",""
"1","7.87","B","100","QUBT","2026-09-11 12:00:01.021278+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.13","S","2700","CRCD","2026-09-11 12:00:01.021588+00:00","","price_level_update","","","","","","","","","","","",""
"1","7.89","S","100","QUBT","2026-09-11 12:00:01.021336+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.1","S","2700","CRCD","2026-09-11 12:00:01.021594+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.08","B","2700","CRCD","2026-09-11 12:00:01.021607+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.07","B","2700","CRCD","2026-09-11 12:00:01.021621+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.06","B","2700","CRCD","2026-09-11 12:00:01.021629+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.11","S","2700","CRCD","2026-09-11 12:00:01.021641+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.05","B","2700","CRCD","2026-09-11 12:00:01.021641+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.12","S","2700","CRCD","2026-09-11 12:00:01.021702+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.38","B","1500","QID","2026-09-11 12:00:01.022517+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.02","B","680","GRAB","2026-09-11 12:00:01.022556+00:00","","price_level_update","","","","","","","","","","","",""
"1","9.25","B","100","ORCU","2026-09-11 12:00:01.023139+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.43","S","1500","QID","2026-09-11 12:00:01.022544+00:00","","price_level_update","","","","","","","","","","","",""
"1","3","B","300","GRAB","2026-09-11 12:00:01.022592+00:00","","price_level_update","","","","","","","","","","","",""
"1","9.3","S","100","ORCU","2026-09-11 12:00:01.023144+00:00","","price_level_update","","","","","","","","","","","",""
"1","9.24","B","100","ORCU","2026-09-11 12:00:01.023152+00:00","","price_level_update","","","","","","","","","","","",""
"1","9.27","S","100","ORCU","2026-09-11 12:00:01.023175+00:00","","price_level_update","","","","","","","","","","","",""
"1","3.01","B","300","GRAB","2026-09-11 12:00:01.022602+00:00","","price_level_update","","","","","","","","","","","",""
"1","9.29","S","100","ORCU","2026-09-11 12:00:01.023184+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.36","B","1500","QID","2026-09-11 12:00:01.022590+00:00","","price_level_update","","","","","","","","","","","",""
"1","9.22","B","100","ORCU","2026-09-11 12:00:01.023191+00:00","","price_level_update","","","","","","","","","","","",""
"1","9.23","B","100","ORCU","2026-09-11 12:00:01.023209+00:00","","price_level_update","","","","","","","","","","","",""
"1","2.99","B","300","GRAB","2026-09-11 12:00:01.022607+00:00","","price_level_update","","","","","","","","","","","",""
"1","14.37","B","1500","QID","2026-09-11 12:00:01.022591+00:00","","price_level_update","","","","","","","","","","","",""
